"17710399","17708767","1","1","3","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17730148","17729113","1","0","3","19-21","2","2","0","0","0","5","0","0","5","0","0","2"
"17756015","17755913","1","0","3","19-21","0","0","0","9","7","7","0","0","0","0","0","0"
"17741894","17738760","1","0","3","19-21","2","6","3","0","0","0","0","0","7","0","0","10"
"17731727","17731685","1","0","3","19-21","1","6","0","0","3","0","0","0","6","0","0","0"
"17644336","17644082","1","0","3","19-21","1","0","0","5","4","0","4","5","0","0","0","0"
"17648567","17641806","1","0","3","19-21","1","0","0","0","0","5","0","2","2","0","0","0"
"17759566","17757513","1","0","3","19-21","1","5","7","0","0","0","3","0","5","0","0","0"
"17659308","17658418","1","0","3","19-21","0","0","0","2","4","4","0","0","0","0","0","0"
"17758990","17757208","1","0","3","19-21","0","0","2","5","5","5","0","2","0","2","0","0"
"17683455","17677815","1","0","3","19-21","0","0","0","5","6","5","0","2","0","0","0","0"
"17678081","17675300","0","1","1","16-18","0","2","0","1","1","2","1","2","1","2","1","1"
"1532682","1532569","0","1","1","16-18","0","1","7","2","3","3","1","4","5","0","0","0"
"17645791","17643723","0","1","1","16-18","0","0","6","2","3","1","2","5","0","0","0","0"
"17674297","17670237","0","1","1","16-18","1","1","2","2","1","0","2","2","1","1","2","1"
"17679866","17678563","0","1","1","16-18","1","1","4","0","2","0","1","0","0","0","0","0"
"17743585","17741134","0","1","1","16-18","0","4","2","2","3","5","4","2","1","2","3","4"
"17730243","17723749","0","1","1","16-18","0","7","0","1","0","3","5","3","4","3","1","3"
"17728296","17723945","0","1","1","16-18","0","2","1","3","1","1","2","1","4","2","1","2"
"17654408","17654090","0","1","1","16-18","0","1","5","1","0","3","1","5","1","0","1","1"
"17669501","17668556","0","1","1","16-18","1","2","2","4","3","2","3","1","2","3","3","4"
"17704248","17700605","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17725925","17721657","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17682965","17682255","0","1","1","16-18","2","0","0","0","0","0","0","0","0","0","0","3"
"17748039","17747467","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17666276","17662860","0","1","1","16-18","0","0","0","0","0","0","0","1","0","0","0","0"
"17667009","17664927","0","1","1","16-18","1","0","0","0","1","1","0","1","0","0","0","0"
"17729461","17723347","0","1","1","16-18","1","1","0","0","0","0","0","0","1","0","0","0"
"17782780","17777149","0","1","1","16-18","1","0","0","0","0","0","0","0","1","0","0","0"
"17778740","17777426","0","1","1","16-18","2","0","0","0","0","0","0","0","0","0","0","0"
"17788539","17786015","0","1","1","16-18","1","0","0","0","1","1","0","1","0","0","0","0"
"17677146","17673987","0","1","1","16-18","0","0","0","3","3","6","0","0","0","0","0","0"
"17750247","17747761","0","1","1","16-18","1","1","1","1","1","1","1","1","2","1","1","1"
"17736138","17729812","0","1","1","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17688155","17688064","0","1","1","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17784020","17783301","0","1","1","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17708701","17703883","0","1","1","16-18","1","1","1","1","1","1","1","1","3","1","1","2"
"17682551","17681052","0","1","1","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17780357","17776365","0","1","1","16-18","1","1","1","1","2","1","1","1","3","1","1","1"
"17665843","17660973","0","1","1","16-18","1","1","1","1","1","1","1","1","3","1","1","3"
"17668989","17632821","0","1","1","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"1533598","1533555","0","1","1","16-18","2","0","0","0","0","0","1","0","6","0","1","6"
"17788147","17786457","0","1","1","16-18","1","0","0","0","1","1","0","0","4","0","1","4"
"17735176","17732523","0","1","1","16-18","0","1","2","0","3","1","0","2","6","5","1","1"
"17751590","17748484","0","1","1","16-18","0","0","0","6","6","6","6","0","0","0","6","0"
"17680227","17679940","0","1","1","16-18","1","1","0","1","0","0","0","0","0","0","0","1"
"17720420","17718824","0","1","1","16-18","1","5","0","1","0","1","0","0","5","1","0","5"
"17683668","17677815","0","1","1","16-18","2","7","4","1","2","0","0","0","8","0","0","0"
"17679778","17677815","0","1","1","16-18","0","0","0","10","10","10","0","10","0","0","0","0"
"17733961","17731986","0","1","1","16-18","0","4","0","3","7","4","0","0","0","0","0","0"
"17686737","17684495","0","1","1","16-18","0","0","9","2","7","7","1","9","1","10","2","0"
"17713723","17713451","0","1","1","16-18","0","0","1","10","10","10","0","0","0","0","0","0"
"17754475","17752429","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17780829","17780559","0","1","1","16-18","0","4","1","7","2","8","2","1","0","0","0","0"
"17673537","17670237","0","1","1","16-18","1","0","3","6","1","7","3","0","0","0","0","0"
"17734898","17732523","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17749677","17748484","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17687215","17686263","0","1","1","16-18","0","0","0","8","10","9","2","4","0","0","0","0"
"17701668","17700770","0","1","1","16-18","0","2","0","8","5","10","0","2","0","0","0","0"
"17787012","17786457","0","1","1","16-18","1","0","0","0","0","0","0","0","0","0","0","0"
"17692469","17689734","0","1","1","16-18","0","0","0","0","0","0","0","0","0","0","0","0"
"17760636","17757513","0","1","1","16-18","1","2","1","0","1","1","1","0","3","0","0","0"
"17636213","17633434","0","1","1","16-18","0","4","4","2","2","1","1","1","5","0","0","0"
"17760712","17757112","0","1","1","16-18","1","2","2","1","4","0","0","1","5","0","0","0"
"17761510","17760731","0","1","1","16-18","0","2","3","2","3","0","1","2","2","0","0","0"
"17667009","17664927","0","1","1","16-18","0","4","2","5","1","0","0","4","7","2","0","0"
"17642110","17640660","0","1","1","16-18","0","3","2","3","2","4","3","2","4","0","0","0"
"17760171","17757513","0","1","1","16-18","0","4","2","0","0","0","3","2","0","2","1","0"
"17758859","17757208","0","1","1","16-18","2","4","0","0","0","0","0","0","7","0","0","6"
"17772236","17769509","0","1","1","16-18","2","5","3","2","0","2","0","2","6","0","0","0"
"17696101","17694654","0","1","1","16-18","1","3","1","3","2","0","2","1","1","0","0","0"
"17754140","17751823","0","1","3","19-21","1","4","0","0","0","0","0","0","0","0","0","0"
"17645080","17643903","0","1","3","19-21","0","5","5","7","10","10","0","5","0","0","0","0"
"17763338","17762859","0","1","3","19-21","0","5","0","0","5","0","0","0","0","0","0","0"
"17685412","17682255","0","1","3","19-21","1","7","0","0","0","0","0","0","2","0","0","0"
"17708158","17703299","0","1","3","19-21","2","0","0","0","0","0","0","0","2","0","0","0"
"17743757","17739081","0","1","3","19-21","0","10","0","9","10","10","4","10","0","0","9","0"
"17679387","17678829","0","1","3","19-21","1","7","3","7","9","6","0","4","0","0","4","0"
"17767401","17766512","0","1","3","19-21","0","10","0","10","10","10","5","10","3","0","0","0"
"17659650","17658418","0","1","3","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17780357","17776365","0","1","3","19-21","2","0","5","0","0","0","0","0","0","0","0","0"
"1532660","1532556","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17683009","17681052","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17751480","17750074","0","1","1","19-21","1","4","5","6","5","0","3","0","0","0","0","0"
"17670203","17668556","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17703815","17702396","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17777705","17776739","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17682533","17681512","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17741462","17739610","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17776312","17775131","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17751581","17748484","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17673139","17671729","0","0","3","16-18","1","2","1","1","1","1","1","1","1","1","1","1"
"17793758","17786015","0","0","3","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17657800","17655973","0","0","3","16-18","2","1","1","1","1","1","1","1","1","1","1","5"
"17703995","17703716","0","0","3","16-18","1","1","1","1","2","2","1","1","1","2","2","1"
"17648821","17648148","0","0","3","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17753412","17752429","0","0","3","16-18","0","2","2","2","6","2","2","2","2","2","2","1"
"17774627","17774205","0","0","3","16-18","0","7","6","5","9","9","5","10","5","9","3","1"
"17684505","17683161","0","0","3","16-18","0","2","2","1","9","6","6","8","4","3","3","1"
"17673583","17668556","0","0","3","16-18","0","5","4","1","7","5","5","5","5","2","2","1"
"17687333","17686263","0","0","3","16-18","1","1","1","1","1","1","1","1","1","1","1","1"
"17677141","17673987","0","1","2","19-21","0","4","6","7","7","7","8","2","1","0","0","0"
"17649649","17649069","0","1","2","19-21","1","0","0","0","8","6","0","0","0","0","0","0"
"17754991","17754277","0","1","2","19-21","0","9","0","0","3","3","10","0","0","0","0","0"
"17707281","17703989","0","1","2","19-21","0","2","0","6","10","10","0","0","0","0","0","0"
"17738193","17737308","0","1","2","19-21","1","4","10","0","0","0","10","0","0","0","0","0"
"17759785","17757112","0","1","2","19-21","0","10","10","2","7","6","0","8","2","0","0","0"
"17768886","17768465","0","1","2","19-21","2","0","0","0","0","0","10","0","4","0","0","10"
"17645299","17641806","0","1","2","19-21","1","7","7","2","2","2","3","0","1","0","0","0"
"17676924","17670237","0","1","2","19-21","1","3","7","0","0","0","5","0","0","1","0","0"
"17800792","17786015","0","1","2","19-21","0","2","0","0","10","5","0","0","0","0","0","0"
"17671502","17668556","1","1","3","19-21","1","5","3","9","9","6","4","8","3","1","0","0"
"1530076","1530063","1","1","3","19-21","1","5","2","5","2","6","6","4","9","5","3","5"
"17774993","17774394","1","1","3","19-21","0","5","2","3","9","9","3","7","2","2","5","0"
"17691970","17689048","1","1","3","19-21","2","6","6","5","6","5","6","3","5","8","3","5"
"17695148","17690107","1","1","3","19-21","0","7","6","9","7","10","5","4","7","5","3","0"
"17750620","17746932","1","1","3","19-21","2","3","5","8","4","3","7","4","6","5","3","5"
"17648445","17641806","1","1","3","19-21","0","6","3","7","4","7","5","0","5","6","4","4"
"17645991","17645341","1","1","3","19-21","1","7","6","5","4","7","4","6","3","6","5","0"
"17710913","17707828","1","1","3","19-21","1","6","6","4","8","6","5","5","6","7","4","6"
"17762003","17755351","1","1","3","19-21","1","7","5","4","7","7","4","5","3","7","4","6"
"17666074","17660973","0","0","3","19-21","0","0","0","0","10","10","0","10","0","0","0","0"
"17705495","17703716","0","0","3","19-21","0","1","1","1","1","1","1","1","0","1","1","1"
"17744009","17741134","0","0","3","19-21","0","1","6","7","7","7","1","10","1","1","1","1"
"17685063","17682069","0","0","3","19-21","0","1","1","5","1","2","4","4","3","1","1","1"
"17699666","17699239","0","0","3","19-21","0","1","8","10","10","10","2","2","1","1","1","1"
"17775540","17774205","0","0","3","19-21","0","8","2","3","6","6","1","9","1","1","1","1"
"17633037","17632641","0","0","3","19-21","0","1","5","8","8","8","1","10","1","1","1","1"
"17639266","17638834","0","0","3","19-21","0","1","7","7","7","7","4","7","1","1","1","1"
"17730292","17729113","0","0","3","19-21","0","1","1","3","4","4","1","1","1","1","1","1"
"17684174","17682736","0","0","3","19-21","0","1","5","5","10","7","1","1","2","1","1","1"
"17760918","17759576","1","1","4","19-21","1","0","2","0","0","2","0","0","2","0","0","0"
"17765658","17764151","1","1","4","19-21","1","0","2","0","2","1","4","0","5","0","0","0"
"17651806","17651627","1","1","4","19-21","0","1","0","3","6","0","0","0","0","0","0","0"
"17753858","17753521","1","1","4","19-21","1","2","3","0","0","2","0","0","3","0","0","0"
"17699474","17697091","1","1","4","19-21","1","0","0","0","1","1","0","0","0","0","0","0"
"17633336","17632641","1","1","4","19-21","0","2","0","0","4","0","6","0","0","3","0","3"
"17761920","17760363","1","1","4","19-21","1","1","1","0","8","0","0","0","2","0","0","0"
"17765311","17761626","1","1","4","19-21","0","0","0","3","4","2","0","0","1","0","0","0"
"17666616","17663437","1","1","4","19-21","1","2","0","0","1","3","0","0","4","1","0","0"
"17733375","17731430","1","1","4","19-21","1","0","0","0","0","0","0","0","3","0","0","1"
"17781568","17774205","0","1","4","19-21","1","3","5","3","8","5","2","7","4","7","2","6"
"17758356","17758101","0","1","4","19-21","1","5","8","5","0","7","3","3","7","7","9","5"
"17656736","17655973","0","1","4","19-21","1","4","4","0","6","0","0","0","4","0","0","0"
"17719120","17717978","0","1","4","19-21","1","4","7","3","6","3","8","4","7","3","7","3"
"17668206","17660973","0","1","4","19-21","1","4","3","5","3","7","2","4","4","2","4","4"
"17708040","17705800","0","1","4","19-21","1","4","7","0","3","7","4","4","4","2","5","2"
"17681737","17678563","0","1","4","19-21","1","5","8","6","4","6","7","7","4","3","5","3"
"17733332","17722838","0","1","4","19-21","1","5","6","3","5","0","0","7","4","5","0","3"
"17666953","17661841","0","1","4","19-21","1","5","9","3","5","3","6","5","3","5","3","5"
"17707475","17703155","0","1","4","19-21","1","4","9","5","9","5","2","3","6","2","3","0"
"17770421","17769879","1","1","3","19-21","1","2","0","0","0","2","0","0","3","1","0","0"
"1532766","1532681","1","1","3","19-21","0","0","0","2","7","0","0","0","0","0","0","0"
"17684590","17684090","1","1","3","19-21","1","1","0","0","6","1","0","0","0","0","0","0"
"17773117","17769320","1","1","3","19-21","0","0","0","2","4","1","0","0","0","0","1","0"
"17675535","17674436","1","1","3","19-21","2","2","0","0","0","0","0","0","4","0","1","3"
"17698399","17697543","1","1","3","19-21","0","0","0","5","7","2","0","0","0","0","0","0"
"17675593","17673987","1","1","3","19-21","0","0","0","0","0","1","0","0","0","0","0","0"
"17691441","17688613","1","1","3","19-21","0","0","0","1","1","1","0","0","0","0","0","0"
"17642970","17640660","1","1","3","19-21","1","0","0","0","1","0","0","0","0","0","0","0"
"17686498","17680700","1","1","3","19-21","0","0","0","10","10","10","0","0","0","0","0","0"
"17687800","17686263","0","1","1","19-21","1","2","2","2","3","4","0","0","0","0","0","0"
"17639262","17635099","0","1","1","19-21","0","0","0","10","0","0","0","0","0","0","0","0"
"17749205","17747467","0","1","1","19-21","1","0","0","0","0","0","0","0","1","0","0","0"
"17673247","17672373","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17691905","17689048","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","7"
"17680179","17677815","0","1","1","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17698473","17688931","0","1","1","19-21","2","1","0","0","0","0","0","0","0","0","0","0"
"17706710","17703989","0","1","1","19-21","1","0","3","0","0","0","0","0","2","0","0","1"
"17672606","17671874","0","1","1","19-21","0","0","0","0","6","0","0","2","0","0","0","0"
"17765658","17764151","0","1","1","19-21","2","0","0","3","0","0","3","0","0","0","0","0"
"17713718","17712710","0","1","3","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17708339","17702396","0","1","3","19-21","0","0","0","0","0","0","0","2","0","0","0","0"
"17751946","17739610","0","1","3","19-21","2","0","0","0","0","0","0","0","0","0","0","2"
"17638425","17637460","0","1","3","19-21","2","0","0","0","0","0","0","0","2","0","0","0"
"17708551","17703553","0","1","3","19-21","0","0","0","0","4","0","0","0","0","0","0","0"
"17647264","17646607","0","1","3","19-21","2","0","0","0","0","0","0","0","0","0","0","1"
"17641916","17637460","0","1","3","19-21","0","0","0","0","6","0","0","0","0","0","0","0"
"17652036","17651627","0","1","3","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17667705","17667220","0","1","3","19-21","1","0","0","0","0","0","0","0","3","0","0","0"
"17657329","17652776","0","1","3","19-21","1","1","1","0","0","0","0","0","0","0","0","0"
"17719620","17718824","1","1","1","19-21","2","5","1","1","1","4","1","1","1","1","5","1"
"17749064","17748263","1","1","1","19-21","1","1","1","1","1","1","1","1","1","1","1","1"
"17698589","17698194","1","1","1","19-21","1","7","1","1","1","4","1","1","1","1","7","1"
"17654814","17653644","1","1","1","19-21","1","1","1","1","1","1","1","1","1","1","1","1"
"17722932","17718824","1","1","1","19-21","1","1","1","1","1","1","1","1","1","1","1","1"
"17760309","17757513","1","1","1","19-21","1","7","1","1","1","1","1","1","1","1","1","1"
"17758705","17756149","1","1","1","19-21","1","1","1","1","1","1","1","1","1","1","1","1"
"17742921","17741781","1","1","1","19-21","0","6","7","1","1","1","1","1","7","1","1","0"
"17712691","17709785","1","1","1","19-21","0","4","1","4","4","4","1","1","4","1","1","1"
"17684224","17682736","1","1","1","19-21","1","1","1","1","1","1","1","1","1","1","1","1"
"17672169","17669719","1","0","3","19-21","1","0","0","4","5","7","0","0","0","3","0","0"
"17771042","17769879","1","0","3","19-21","1","2","0","0","0","3","0","0","0","0","0","0"
"17767401","17766512","1","0","3","19-21","1","2","0","5","0","0","0","0","3","5","0","0"
"1534914","1534402","1","0","3","19-21","0","2","0","4","3","6","0","0","0","2","0","0"
"17665760","17664194","1","1","3","19-21","1","0","0","0","0","0","0","0","0","0","0","0"
"17726671","17723945","1","1","3","19-21","1","2","0","0","0","0","0","0","5","0","2","0"
"17695416","17688931","1","1","3","19-21","2","6","0","0","0","0","0","0","6","0","0","7"
"17749495","17746932","1","1","3","19-21","1","0","5","0","0","0","0","6","7","2","7","0"
"17690979","17690538","1","1","3","19-21","1","4","0","4","4","4","0","4","0","0","4","4"
"17681392","17678563","1","1","3","19-21","0","2","2","8","8","8","3","3","0","0","0","0"
"17703656","17700605","1","1","3","19-21","1","3","0","0","6","0","4","0","4","0","0","6"
"17653890","17652226","1","1","3","19-21","2","6","0","0","0","0","0","0","7","0","8","8"
"17741769","17740183","1","1","3","19-21","0","2","0","7","7","8","3","0","0","0","5","0"
"17661843","17658418","1","1","3","19-21","1","5","0","4","5","6","3","0","0","0","0","0"
